class,split,filename,source_path
Mais_Helminthosporiose,train,00586_9b687075-05f7-43ad-86f3-3c0a784743ab___RS_NLB 3909.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00586_9b687075-05f7-43ad-86f3-3c0a784743ab___RS_NLB 3909.JPG
Mais_Helminthosporiose,train,00969_fc1c72a4-1aff-4ebf-83ed-909a7b9dc382___RS_NLB  4670.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00969_fc1c72a4-1aff-4ebf-83ed-909a7b9dc382___RS_NLB  4670.JPG
Mais_Helminthosporiose,train,00356_5e1f4323-b9cb-4ee3-8bf2-82bdd2df71d5___RS_NLB 3915.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00356_5e1f4323-b9cb-4ee3-8bf2-82bdd2df71d5___RS_NLB 3915.JPG
Mais_Helminthosporiose,train,00206_34044e49-72de-456b-8a9f-668a89f9d3cf___RS_NLB 3905.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00206_34044e49-72de-456b-8a9f-668a89f9d3cf___RS_NLB 3905.JPG
Mais_Helminthosporiose,train,00873_e379b939-5325-400c-97ea-393159297fc0___RS_NLB 4184.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00873_e379b939-5325-400c-97ea-393159297fc0___RS_NLB 4184.JPG
Mais_Helminthosporiose,train,00601_9f0cbfae-ce1e-48c7-8fdc-496c57e4d9d0___RS_NLB 4153.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00601_9f0cbfae-ce1e-48c7-8fdc-496c57e4d9d0___RS_NLB 4153.JPG
Mais_Helminthosporiose,train,00547_91646911-a079-4183-bc96-f0ea25e8a847___RS_NLB 3492.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00547_91646911-a079-4183-bc96-f0ea25e8a847___RS_NLB 3492.JPG
Mais_Helminthosporiose,train,00522_8a326726-b032-482d-a75a-2c9401f57fae___RS_NLB 4145.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00522_8a326726-b032-482d-a75a-2c9401f57fae___RS_NLB 4145.JPG
Mais_Helminthosporiose,train,00259_42a931c8-e325-4d2b-9cc8-14babf382689___RS_NLB 4023 copy 2.jpg,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00259_42a931c8-e325-4d2b-9cc8-14babf382689___RS_NLB 4023 copy 2.jpg
Mais_Helminthosporiose,train,00153_282df623-9898-4233-913c-ce9e88613cf7___RS_NLB 4015.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00153_282df623-9898-4233-913c-ce9e88613cf7___RS_NLB 4015.JPG
Mais_Helminthosporiose,train,00689_b669564b-720d-462c-bd15-225764698119___RS_NLB 4277.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00689_b669564b-720d-462c-bd15-225764698119___RS_NLB 4277.JPG
Mais_Helminthosporiose,train,00063_0fb76874-6a95-4071-87aa-aa1bfe63f815___RS_NLB 3979.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00063_0fb76874-6a95-4071-87aa-aa1bfe63f815___RS_NLB 3979.JPG
Mais_Helminthosporiose,train,00339_5b08c1fc-7f88-4537-acbc-d5924f74f865___RS_NLB 3636.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00339_5b08c1fc-7f88-4537-acbc-d5924f74f865___RS_NLB 3636.JPG
Mais_Helminthosporiose,train,00458_79d78748-a6b6-489f-813d-5bceb0e9988b___RS_NLB 3666.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00458_79d78748-a6b6-489f-813d-5bceb0e9988b___RS_NLB 3666.JPG
Mais_Helminthosporiose,train,00915_ed3a9e57-8d8c-471c-bb5a-7ef5a205bc19___RS_NLB 3711.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00915_ed3a9e57-8d8c-471c-bb5a-7ef5a205bc19___RS_NLB 3711.JPG
Mais_Helminthosporiose,train,00667_aec48247-935f-4062-a1ba-7018ee81f5a7___RS_NLB 3579.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00667_aec48247-935f-4062-a1ba-7018ee81f5a7___RS_NLB 3579.JPG
Mais_Helminthosporiose,train,00515_875cab84-af2a-474c-8f2a-a1127fb1847c___RS_NLB 4167.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00515_875cab84-af2a-474c-8f2a-a1127fb1847c___RS_NLB 4167.JPG
Mais_Helminthosporiose,train,00483_7f6ca3f9-1023-45f1-9f1c-bd530355367f___RS_NLB 4175.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00483_7f6ca3f9-1023-45f1-9f1c-bd530355367f___RS_NLB 4175.JPG
Mais_Helminthosporiose,train,00937_f2486598-1ee4-4fde-9d9a-5684f2cbdae3___RS_NLB 3784.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00937_f2486598-1ee4-4fde-9d9a-5684f2cbdae3___RS_NLB 3784.JPG
Mais_Helminthosporiose,train,00186_2fe2160f-0dad-4387-8f68-ff7a0ed18c49___RS_NLB 4161.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00186_2fe2160f-0dad-4387-8f68-ff7a0ed18c49___RS_NLB 4161.JPG
Mais_Helminthosporiose,train,00662_ad8b4ef5-2f8c-4cef-819e-cbe0ec19ae17___RS_NLB 4199.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00662_ad8b4ef5-2f8c-4cef-819e-cbe0ec19ae17___RS_NLB 4199.JPG
Mais_Helminthosporiose,train,00343_5c203214-e08c-4af1-9b9a-0d947c6f4741___RS_NLB 4155.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00343_5c203214-e08c-4af1-9b9a-0d947c6f4741___RS_NLB 4155.JPG
Mais_Helminthosporiose,train,00377_640ff351-7941-4dd0-8276-d2325150dfad___RS_NLB 3513.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00377_640ff351-7941-4dd0-8276-d2325150dfad___RS_NLB 3513.JPG
Mais_Helminthosporiose,train,00888_e76e03e7-ee83-4c2e-9780-188e6fde75a1___RS_NLB 4007.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00888_e76e03e7-ee83-4c2e-9780-188e6fde75a1___RS_NLB 4007.JPG
Mais_Helminthosporiose,train,00368_6150b5d0-047c-4f46-8832-9760d8359730___RS_NLB 3669.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00368_6150b5d0-047c-4f46-8832-9760d8359730___RS_NLB 3669.JPG
Mais_Helminthosporiose,train,00559_937c02c2-e783-4c8b-a04c-ce5411970236___RS_NLB 3911.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00559_937c02c2-e783-4c8b-a04c-ce5411970236___RS_NLB 3911.JPG
Mais_Helminthosporiose,train,00275_47f24ceb-34e8-4c13-acac-e48549bc7cfa___RS_NLB 3932 copy 2.jpg,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00275_47f24ceb-34e8-4c13-acac-e48549bc7cfa___RS_NLB 3932 copy 2.jpg
Mais_Helminthosporiose,train,00679_b373622c-c171-47f4-adcb-c08ea46dad12___RS_NLB 4237.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00679_b373622c-c171-47f4-adcb-c08ea46dad12___RS_NLB 4237.JPG
Mais_Helminthosporiose,train,00266_4454fe11-5b0f-48b2-9c16-090100c6332e___RS_NLB 4037.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00266_4454fe11-5b0f-48b2-9c16-090100c6332e___RS_NLB 4037.JPG
Mais_Helminthosporiose,train,00798_d1fbc905-f7df-4f45-b228-0a94b00f16ee___RS_NLB 3488.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00798_d1fbc905-f7df-4f45-b228-0a94b00f16ee___RS_NLB 3488.JPG
Mais_Helminthosporiose,train,00457_794d90ef-521a-4231-894c-4a37fc66503d___RS_NLB 4017.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00457_794d90ef-521a-4231-894c-4a37fc66503d___RS_NLB 4017.JPG
Mais_Helminthosporiose,train,00524_8a936e9c-617d-4f4c-834a-6b4cb40db290___RS_NLB 3660.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00524_8a936e9c-617d-4f4c-834a-6b4cb40db290___RS_NLB 3660.JPG
Mais_Helminthosporiose,train,00022_055934ae-8875-4c5e-8c7b-d72287ae967c___RS_NLB 3637.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00022_055934ae-8875-4c5e-8c7b-d72287ae967c___RS_NLB 3637.JPG
Mais_Helminthosporiose,train,00533_8c4c376b-1f9a-4dde-88f3-453f6154c25f___RS_NLB 3987.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00533_8c4c376b-1f9a-4dde-88f3-453f6154c25f___RS_NLB 3987.JPG
Mais_Helminthosporiose,train,00097_19b752b4-9c83-48ab-96dc-d6756644680a___RS_NLB 3581.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00097_19b752b4-9c83-48ab-96dc-d6756644680a___RS_NLB 3581.JPG
Mais_Helminthosporiose,train,00295_4f18b762-1a20-4367-bce3-41a58620a6d2___RS_NLB 4269.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00295_4f18b762-1a20-4367-bce3-41a58620a6d2___RS_NLB 4269.JPG
Mais_Helminthosporiose,train,00197_3164b99c-5a51-4a73-8716-8e2f6548bf8b___RS_NLB 3541.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00197_3164b99c-5a51-4a73-8716-8e2f6548bf8b___RS_NLB 3541.JPG
Mais_Helminthosporiose,train,00471_7c9fff54-416b-49f4-8afa-bc8e1980e02d___RS_NLB 3583.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00471_7c9fff54-416b-49f4-8afa-bc8e1980e02d___RS_NLB 3583.JPG
Mais_Helminthosporiose,train,00261_431a8c6c-3eed-4079-ba49-5bc7a12b94b0___RS_NLB 0766.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00261_431a8c6c-3eed-4079-ba49-5bc7a12b94b0___RS_NLB 0766.JPG
Mais_Helminthosporiose,train,00310_5400a487-4b38-40d1-bfb0-7d9e89f58de9___RS_NLB 3610.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00310_5400a487-4b38-40d1-bfb0-7d9e89f58de9___RS_NLB 3610.JPG
Mais_Helminthosporiose,train,00964_fa30c8e9-b74d-49a2-8611-c9b9098e21c3___RS_NLB 3507.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00964_fa30c8e9-b74d-49a2-8611-c9b9098e21c3___RS_NLB 3507.JPG
Mais_Helminthosporiose,train,00160_29d09796-3790-450a-97cc-ba6db0cf368f___RS_NLB 3487.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00160_29d09796-3790-450a-97cc-ba6db0cf368f___RS_NLB 3487.JPG
Mais_Helminthosporiose,train,00402_6a43e0eb-5366-4170-9782-12c16a853d04___RS_NLB 3519.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00402_6a43e0eb-5366-4170-9782-12c16a853d04___RS_NLB 3519.JPG
Mais_Helminthosporiose,train,00530_8bfe3fc0-c082-49e0-98b0-ff84aee8595e___RS_NLB 3842.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00530_8bfe3fc0-c082-49e0-98b0-ff84aee8595e___RS_NLB 3842.JPG
Mais_Helminthosporiose,train,00176_2e594c45-c4c7-43b1-ab19-100945e7a2a7___RS_NLB 4020 copy 3.jpg,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00176_2e594c45-c4c7-43b1-ab19-100945e7a2a7___RS_NLB 4020 copy 3.jpg
Mais_Helminthosporiose,train,00636_a70d7087-a41c-4f67-a6a6-0f48c8bd4700___RS_NLB 3709.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00636_a70d7087-a41c-4f67-a6a6-0f48c8bd4700___RS_NLB 3709.JPG
Mais_Helminthosporiose,train,00778_cd0b6059-1250-4230-bdd6-488f75143df6___RS_NLB 3596.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00778_cd0b6059-1250-4230-bdd6-488f75143df6___RS_NLB 3596.JPG
Mais_Helminthosporiose,train,00508_845ece89-ec44-4727-b5f4-8df8407b6fea___RS_NLB 4039 copy.jpg,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00508_845ece89-ec44-4727-b5f4-8df8407b6fea___RS_NLB 4039 copy.jpg
Mais_Helminthosporiose,train,00856_de023021-3b7a-4b88-bb83-7bcb09f80b6a___RS_NLB 4666 copy.jpg,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00856_de023021-3b7a-4b88-bb83-7bcb09f80b6a___RS_NLB 4666 copy.jpg
Mais_Helminthosporiose,train,00582_99ff5228-10ed-433b-bb50-1a1c7869a58d___RS_NLB 4253.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00582_99ff5228-10ed-433b-bb50-1a1c7869a58d___RS_NLB 4253.JPG
Mais_Helminthosporiose,train,00297_4fbae838-e991-4294-9126-7ab7d7838349___RS_NLB 4046.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00297_4fbae838-e991-4294-9126-7ab7d7838349___RS_NLB 4046.JPG
Mais_Helminthosporiose,train,00091_17cc72b5-9af2-4988-8b4d-f79a4054e26d___RS_NLB 3968.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00091_17cc72b5-9af2-4988-8b4d-f79a4054e26d___RS_NLB 3968.JPG
Mais_Helminthosporiose,train,00876_e468a247-3cc3-414b-8d9b-efde65b2aad6___RS_NLB 3937.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00876_e468a247-3cc3-414b-8d9b-efde65b2aad6___RS_NLB 3937.JPG
Mais_Helminthosporiose,train,00449_77798831-63a1-44a6-81ba-a86e673b9cf1___RS_NLB 3489.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00449_77798831-63a1-44a6-81ba-a86e673b9cf1___RS_NLB 3489.JPG
Mais_Helminthosporiose,train,00635_a690d434-444c-4e06-bb9d-6661e8c6ba89___RS_NLB 3598.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00635_a690d434-444c-4e06-bb9d-6661e8c6ba89___RS_NLB 3598.JPG
Mais_Helminthosporiose,train,00014_033219ed-54a8-4f95-ab72-c87b90189006___RS_NLB 3818 copy 2.jpg,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00014_033219ed-54a8-4f95-ab72-c87b90189006___RS_NLB 3818 copy 2.jpg
Mais_Helminthosporiose,train,00745_c58adcec-6938-4e1b-9a47-5b09f8d4e0b1___RS_NLB 4147.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00745_c58adcec-6938-4e1b-9a47-5b09f8d4e0b1___RS_NLB 4147.JPG
Mais_Helminthosporiose,train,00853_dd75c294-d976-4be5-8efc-889f8b00883f___RS_NLB 4030.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00853_dd75c294-d976-4be5-8efc-889f8b00883f___RS_NLB 4030.JPG
Mais_Helminthosporiose,train,00431_739f7cf2-2f79-473b-864f-1a35916dc5a7___RS_NLB 4094.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00431_739f7cf2-2f79-473b-864f-1a35916dc5a7___RS_NLB 4094.JPG
Mais_Helminthosporiose,train,00678_b34cc20b-1efb-4df2-bb33-6005963eaedf___RS_NLB 3683.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00678_b34cc20b-1efb-4df2-bb33-6005963eaedf___RS_NLB 3683.JPG
Mais_Helminthosporiose,train,00487_7fc13d9f-316e-41ff-b216-5665c08357e6___RS_NLB 0784.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00487_7fc13d9f-316e-41ff-b216-5665c08357e6___RS_NLB 0784.JPG
Mais_Helminthosporiose,train,00260_42e5960b-f56e-430d-b729-e48a543a136f___RS_NLB 4072.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00260_42e5960b-f56e-430d-b729-e48a543a136f___RS_NLB 4072.JPG
Mais_Helminthosporiose,train,00328_59b2c9f9-6a26-4870-aaf9-a613d960efe8___RS_NLB 3875.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00328_59b2c9f9-6a26-4870-aaf9-a613d960efe8___RS_NLB 3875.JPG
Mais_Helminthosporiose,train,00945_f38dbeb3-7140-4470-911f-7545b495776f___RS_NLB 3473.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00945_f38dbeb3-7140-4470-911f-7545b495776f___RS_NLB 3473.JPG
Mais_Helminthosporiose,train,00485_7f948f93-322e-4ef4-b43f-1b17d83ea983___RS_NLB 4041.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00485_7f948f93-322e-4ef4-b43f-1b17d83ea983___RS_NLB 4041.JPG
Mais_Helminthosporiose,train,00395_6868de8b-1a90-448d-93e8-265f2fa401dd___RS_NLB 3929.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00395_6868de8b-1a90-448d-93e8-265f2fa401dd___RS_NLB 3929.JPG
Mais_Helminthosporiose,train,00035_08afb40d-4814-481d-a0a7-760034a2e81b___RS_NLB 3657.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00035_08afb40d-4814-481d-a0a7-760034a2e81b___RS_NLB 3657.JPG
Mais_Helminthosporiose,train,00442_75bae5d9-4007-4f94-94f9-7fc9e7fd4ad5___RS_NLB 4132.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00442_75bae5d9-4007-4f94-94f9-7fc9e7fd4ad5___RS_NLB 4132.JPG
Mais_Helminthosporiose,train,00839_da061484-a583-40ad-bbbd-cab07dd81d80___RS_NLB 3536.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00839_da061484-a583-40ad-bbbd-cab07dd81d80___RS_NLB 3536.JPG
Mais_Helminthosporiose,train,00649_ab2c2346-36e9-46ee-8762-2444560774eb___RS_NLB 3532.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00649_ab2c2346-36e9-46ee-8762-2444560774eb___RS_NLB 3532.JPG
Mais_Helminthosporiose,train,00204_33e8b3c6-b103-48a4-b18a-79f5f9714404___RS_NLB 4029.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00204_33e8b3c6-b103-48a4-b18a-79f5f9714404___RS_NLB 4029.JPG
Mais_Helminthosporiose,train,00098_19d09715-275b-473b-a1e5-4febed1421db___RS_NLB 3703.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00098_19d09715-275b-473b-a1e5-4febed1421db___RS_NLB 3703.JPG
Mais_Helminthosporiose,train,00337_5ab44c38-1773-4f3d-bc14-cc1ccf8c88a6___RS_NLB 3512.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00337_5ab44c38-1773-4f3d-bc14-cc1ccf8c88a6___RS_NLB 3512.JPG
Mais_Helminthosporiose,train,00012_028a7e62-b520-42fe-8607-ee4d4bc6764d___RS_NLB 3844.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00012_028a7e62-b520-42fe-8607-ee4d4bc6764d___RS_NLB 3844.JPG
Mais_Helminthosporiose,train,00743_c487cfa8-40c6-4a10-80af-21658a0c8c64___RS_NLB 3538.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00743_c487cfa8-40c6-4a10-80af-21658a0c8c64___RS_NLB 3538.JPG
Mais_Helminthosporiose,train,00116_1e880696-d92b-4dbd-83d7-9ca9f8f00965___RS_NLB 4275.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00116_1e880696-d92b-4dbd-83d7-9ca9f8f00965___RS_NLB 4275.JPG
Mais_Helminthosporiose,train,00506_8442e3a8-1010-4dbb-8293-3f427e1ddeb3___RS_NLB 4001.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00506_8442e3a8-1010-4dbb-8293-3f427e1ddeb3___RS_NLB 4001.JPG
Mais_Helminthosporiose,train,00407_6b2ebc67-09f1-4d57-bdb4-65f5f5a6c7a2___RS_NLB 3876.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00407_6b2ebc67-09f1-4d57-bdb4-65f5f5a6c7a2___RS_NLB 3876.JPG
Mais_Helminthosporiose,train,00885_e6efd4ab-64e8-4001-9665-e177c273ea3f___RS_NLB 3804.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00885_e6efd4ab-64e8-4001-9665-e177c273ea3f___RS_NLB 3804.JPG
Mais_Helminthosporiose,train,00822_d612943e-54f2-435d-ade7-973c02e234e9___RS_NLB 4026.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00822_d612943e-54f2-435d-ade7-973c02e234e9___RS_NLB 4026.JPG
Mais_Helminthosporiose,train,00179_2f266f09-ce50-4cc6-b2e5-5846e3595bd4___RS_NLB 0760.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00179_2f266f09-ce50-4cc6-b2e5-5846e3595bd4___RS_NLB 0760.JPG
Mais_Helminthosporiose,train,00719_bd30a64c-92a4-422c-9bc1-7752f09e2809___RS_NLB  4507 copy.jpg,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00719_bd30a64c-92a4-422c-9bc1-7752f09e2809___RS_NLB  4507 copy.jpg
Mais_Helminthosporiose,train,00922_ee4269d5-9492-4863-a283-17396a086e0d___RS_NLB 3672 copy.jpg,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00922_ee4269d5-9492-4863-a283-17396a086e0d___RS_NLB 3672 copy.jpg
Mais_Helminthosporiose,train,00418_6f25e428-12b2-43ab-ad91-6e20df3c35af___RS_NLB 3899.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00418_6f25e428-12b2-43ab-ad91-6e20df3c35af___RS_NLB 3899.JPG
Mais_Helminthosporiose,train,00588_9c75d1f3-9a11-4b76-90cc-ade68ea91ce9___RS_NLB 0824 copy 2.jpg,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00588_9c75d1f3-9a11-4b76-90cc-ade68ea91ce9___RS_NLB 0824 copy 2.jpg
Mais_Helminthosporiose,train,00113_1d53e037-ce69-43af-b814-769eedde54c8___RS_NLB 3628.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00113_1d53e037-ce69-43af-b814-769eedde54c8___RS_NLB 3628.JPG
Mais_Helminthosporiose,train,00961_f89ead10-10be-4102-82f8-35810eb4a3d1___RS_NLB 3557.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00961_f89ead10-10be-4102-82f8-35810eb4a3d1___RS_NLB 3557.JPG
Mais_Helminthosporiose,train,00439_75820bce-be66-4da7-ba84-987bafe3afc5___RS_NLB 3752.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00439_75820bce-be66-4da7-ba84-987bafe3afc5___RS_NLB 3752.JPG
Mais_Helminthosporiose,train,00833_d8a2c04c-5d2b-485c-aaff-1440c0cd65e1___RS_NLB 3695.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00833_d8a2c04c-5d2b-485c-aaff-1440c0cd65e1___RS_NLB 3695.JPG
Mais_Helminthosporiose,train,00446_76ffac09-0eab-4e97-9500-3d8237910165___RS_NLB  4627.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00446_76ffac09-0eab-4e97-9500-3d8237910165___RS_NLB  4627.JPG
Mais_Helminthosporiose,train,00195_3146c9fd-b7eb-4e06-b063-6d9de01a645f___RS_NLB 4222.JPG,C:\Users\C_O_D\Downloads\agrivision-ai-starter (1)\data\raw\Mais_Helminthosporiose\00195_3146c9fd-b7eb-4e06-b063-6d9de01a645f___RS_NLB 4222.JPG
